domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.southcoasttoday.com.,DMARC1,none,default,mailto:postmaster@southcoasttoday.com,mailto:postmaster@southcoasttoday.com,default,default,default,default,default,default
_dmarc.sparkasse-koelnbonn.de.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.spoiledchild.com.,DMARC1,none,100,mailto:e.seucrity@oddity.com,mailto:e.seucrity@oddity.com,default,1,default,default,default,default
_dmarc.sufc.co.uk.,DMARC1,quarantine,default,default,mailto:monitoring@sufc.co.uk,default,1,default,default,default,default
_dmarc.sullivantire.com.,DMARC1,reject,default,mailto:dmarc.rua@sullivantire.com,mailto:dmarc.ruf@sullivantire.com,none,default,default,default,default,86400
_dmarc.sunway.com.my.,DMARC1,quarantine,default,mailto:itssccloudadmin-operations_grp@sunway.com.my,mailto:itssccloudadmin-operations_grp@sunway.com.my,default,default,default,default,default,default
_dmarc.synivate.com.,DMARC1,none,default,mailto:re+8d1af67217d9@inbound.dmarcdigests.com,mailto:failure_reports@synivate.com,default,default,default,default,default,default
_dmarc.tandem.app.,DMARC1,none,default,"mailto:0aae44cd4a8c40a68d7f94b9403ee591@dmarc-reports.cloudflare.net,mailto:dmarc@conetrix.com",mailto:dmarc@conetrix.com,default,0:1:d:s,default,r,r,default
_dmarc.tapo.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,s,default
_dmarc.temenos.com.,DMARC1,reject,default,"mailto:dmarc-rua@temenos.com,mailto:dmarc_rua@emaildefense.proofpoint.com",mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.tesco.co.uk.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.tesco.hu.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,3600
_dmarc.testimonialtree.com.,DMARC1,none,default,mailto:dmarc-rua@testimonialtree.com,mailto:dmarc-ruf@testimonialtree.com,default,default,default,default,default,default
_dmarc.thememyxbox.net.,DMARC1,quarantine,default,mailto:postmaster@thememyxbox.net,mailto:postmaster@thememyxbox.net,default,default,afrf,r,r,default
_dmarc.tirokdo.com.,DMARC1,none,default,mailto:infos@tirokdo.com,default,default,default,default,default,default,default
_dmarc.tourism-system.com.,DMARC1,reject,100,mailto:postmaster@tourism-system.com!50m,default,reject,default,default,default,s,default
_dmarc.trincoll.edu.,DMARC1,none,default,mailto:chappell-dmarc@mouse.trincoll.edu,default,default,default,default,default,default,default
_dmarc.trojantechnologies.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.ufpi.com.,DMARC1,reject,100,mailto:e14f5090564f265@rep.dmarcanalyzer.com,mailto:e14f5090564f265@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.univ-amu.fr.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.urnerbarry.com.,DMARC1,none,100,mailto:dmarcreports@urnerbarry.com,default,default,default,default,default,default,default
_dmarc.vcm.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.veyo.com.,DMARC1,reject,default,mailto:615ce4bb0e7de@ag.dmarcly.com,mailto:615ce4bb0e7de@fo.dmarcly.com,default,default,default,default,default,default
_dmarc.vglive.no.,DMARC1,reject,100,mailto:3ba3664e@inbox.ondmarc.com,mailto:3ba3664e@inbox.ondmarc.com,reject,0,afrf,r,r,3600
_dmarc.video-monitoring.com.,DMARC1,reject,default,default,default,reject,default,default,default,default,default
_dmarc.weareinnova.com.,DMARC1,none,default,mailto:dmarc@weareinnova.com,mailto:dmarc@weareinnova.com,default,default,default,default,default,default
_dmarc.wgsn.com.,DMARC1,none,100,mailto:dmarc-checker@ascential.com,mailto:dmarc-checker@ascential.com,none,1,default,r,r,default
_dmarc.wisconsincheeseman.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.xperthr.co.uk.,DMARC1,reject,default,mailto:reed-elsevier@rua.agari.com,mailto:reed-elsevier@ruf.agari.com,default,1,default,default,default,default
_dmarc.zenginehq.com.,DMARC1,quarantine,50,mailto:dmarc-reports@wizehive.com,default,default,default,default,default,default,default
_dmarc.20bet.com.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.24chasa.bg.,DMARC1,quarantine,90,mailto:cloudflare@mgb.bg,default,default,default,default,default,default,default
_dmarc.4j.com.,DMARC1,none,default,mailto:abrianna1989@gmail.com,default,default,default,default,default,default,default
_dmarc.750g.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.7sage.com.,DMARC1,none,default,mailto:easy880094@easydmarc.com,mailto:ruf@rep.easydmarc.com,default,1,default,default,default,default
_dmarc.9and10news.com.,DMARC1,reject,default,mailto:travissander@9and10news.com,mailto:travissander@9and10news.com,default,0:1:d:s,default,default,default,default
_dmarc.aa.org.,DMARC1,none,100,mailto:itservices@aa.org,mailto:itservices@aa.org,default,default,default,default,default,86400
_dmarc.advarra.com.,DMARC1,reject,default,mailto:250867d7bd39157@rep.dmarcanalyzer.com,mailto:250867d7bd39157@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.akinon.net.,DMARC1,quarantine,25,mailto:techops+dmarcreports@akinon.com,default,default,default,default,default,default,default
_dmarc.amzndns-cn.cn.,DMARC1,reject,default,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,default,default,default,default,default,default
_dmarc.assessfirst.com.,DMARC1,reject,100,"mailto:hello@assessfirst.com,mailto:dmarc@mailinblue.com!10m",mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.bargainballoons.com.,DMARC1,none,default,"mailto:balloonquestions@bargainballoons.com,mailto:re+c0d9f7191cc1@inbound.dmarcdigests.com",mailto:balloonquestions@bargainballoons.com,default,1,default,default,default,default
_dmarc.brain-sharper.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.btpn.com.,DMARC1,quarantine,100,mailto:postmaster@btpn.com,mailto:postmaster@btpn.com,default,default,default,default,default,default
_dmarc.businessextra.com.,DMARC1,reject,default,"mailto:american@rua.agari.com,mailto:dmarc@businessextra.com","mailto:american@ruf.agari.com,mailto:dmarc@businessextra.com",reject,1,default,default,default,3600
_dmarc.callutheran.edu.,DMARC1,none,default,mailto:dmarc@callutheran.edu,default,default,default,default,default,default,default
_dmarc.camdennational.bank.,DMARC1,reject,100,mailto:ffcaadc22570488@rep.dmarcanalyzer.com,mailto:ffcaadc22570488@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.carrefoursolucoes.com.br.,DMARC1,none,1,default,default,default,default,default,r,r,default
_dmarc.cernoly.com.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.chamberlain.com.,DMARC1,quarantine,100,mailto:postmaster@chamberlain.com,mailto:postmaster@chamberlain.com,default,default,default,default,default,86400
_dmarc.charlesrussellspeechlys.com.,DMARC1,reject,0,mailto:f96bedfa@inbox.ondmarc.com,mailto:f96bedfa@inbox.ondmarc.com,reject,0,afrf,r,r,3600
_dmarc.citybeauty.com.,DMARC1,quarantine,100,mailto:dmarcreports@citybeauty.com,mailto:dmarcreports@citybeauty.com,default,1,default,default,default,default
_dmarc.clevelandart.org.,DMARC1,reject,default,mailto:help.email@clevelandart.org,mailto:help.email@clevelandart.org,default,default,afrf,r,r,default
_dmarc.coretecfloors.com.,DMARC1,reject,100,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.corridorinteractive.com.,DMARC1,none,default,mailto:dmarc@corridorinteractive.com,default,default,default,default,default,default,default
_dmarc.craghoppers.com.,DMARC1,none,default,mailto:385db3c94e58044@rep.dmarcanalyzer.com,mailto:385db3c94e58044@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.crowdcomfort.com.,DMARC1,none,default,mailto:development@crowdcomfort.com,default,default,default,default,default,default,default
_dmarc.csb.nc.,DMARC1,reject,100,mailto:reseaux@csb.nc,default,default,default,default,s,s,default
_dmarc.cumminsfiltration.com.,DMARC1,none,default,mailto:dmarc@cumminsfiltration.com,mailto:dmarc@cumminsfiltration.com,default,default,default,default,default,default
_dmarc.directoriocubano.info.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.dist.co.za.,DMARC1,none,default,mailto:22702ea991fc757@rep.dmarcanalyzer.com,mailto:22702ea991fc757@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.dividat.com.,DMARC1,none,default,mailto:dmarc@9wrj4y01.uriports.com,mailto:dmarc@9wrj4y01.uriports.com,default,1:d:s,default,default,default,default
_dmarc.docsbot.ai.,DMARC1,none,100,mailto:postmaster@docsbot.ai,default,default,default,default,default,default,default
_dmarc.dokterbob.net.,DMARC1,quarantine,100,mailto:a799a85d43ba336@rep.dmarcanalyzer.com,default,reject,default,default,default,default,default
_dmarc.drofus.com.,DMARC1,none,100,mailto:106ed4a66a@rua.easydmarc.eu,mailto:106ed4a66a@ruf.easydmarc.eu,default,1,default,default,default,86400
_dmarc.eastwestbanker.com.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,mailto:ewbdmarcmailbox@eastwestbanker.com,default,default,default,default,default,default
_dmarc.easylearn.ch.,DMARC1,reject,100,mailto:o1e1wux00l@rua.powerdmarc.com,mailto:o1e1wux00l@ruf.powerdmarc.com,default,0,default,default,default,default
_dmarc.emailcenteruk.com.,DMARC1,none,default,mailto:dmarc-rua@emailcenteruk.com,mailto:dmarc-ruf@emailcenteruk.com,default,default,default,default,default,default
_dmarc.essexlive.news.,DMARC1,quarantine,default,mailto:dmarc@essexlive.news,default,quarantine,default,default,r,s,default
_dmarc.ethicspoint.eu.,DMARC1,reject,default,default,default,reject,default,default,default,default,default
_dmarc.eyecare-partners.com.,DMARC1,none,default,mailto:489f5199443c021@rep.dmarcanalyzer.com,mailto:489f5199443c021@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.financialpost.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.ganeshaspeaks.com.,DMARC1,reject,100,"mailto:ganeshaspeaks.com.dmarc@pandit.ventures, mailto:ganeshaspeaks.com.dmarc@pandit.ventures",default,default,default,default,s,s,default
_dmarc.getcheckrecipient.com.,DMARC1,none,100,mailto:re+d2jninyuerm@dmarc.postmarkapp.com,default,default,1,default,default,default,3600
_dmarc.gnp.com.mx.,DMARC1,quarantine,100,mailto:dmarc@gnp.com.mx,default,quarantine,default,default,r,r,default
_dmarc.gomedigap.com.,DMARC1,reject,default,"mailto:dmarc_agg@vali.email,mailto:aomj0ikf@ag.dmarcian.com",mailto:aomj0ikf@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.graziadaily.co.uk.,DMARC1,none,100,"mailto:54433b5b@inbox.ondmarc.com,mailto:dmarc_agg@vali.email",mailto:54433b5b@inbox.ondmarc.com,none,0,afrf,r,r,3600
_dmarc.groupe-seb.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.happymoney.com.,DMARC1,quarantine,100,mailto:dmarc_agg@dmarc.everest.email,mailto:dmarc_fr@dmarc.everest.email,default,1,afrf,default,default,default
_dmarc.harris.com.,DMARC1,quarantine,default,mailto:32d4520b@mxtoolbox.dmarc-report.com,mailto:32d4520b@forensics.dmarc-report.com,none,default,default,default,default,default
_dmarc.hhu.de.,DMARC1,none,100,mailto:dmarc-reports@hhu.de,mailto:dmarc-reports@hhu.de,quarantine,default,default,default,r,default
_dmarc.hifello.com.,DMARC1,none,100,mailto:re+b05ac86d7c9e@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.homesessive.com.,DMARC1,reject,100,mailto:dmarc-yahoo-rua@yahoo-inc.com,default,default,default,default,default,default,default
_dmarc.hs-embed-reporting.com.,DMARC1,reject,100,mailto:dmarc-groups@hubspot.com,mailto:dmarc-groups@hubspot.com,default,default,default,default,default,default
_dmarc.huobi.pro.,DMARC1,reject,default,mailto:soc@huobi.com,mailto:soc@huobi.com,default,default,default,default,default,default
_dmarc.hydrafacial.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.icodeconnect.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.inappstory.com.,DMARC1,none,default,mailto:dev@inappstory.com,default,none,default,default,default,default,default
_dmarc.infoprodata.com.,DMARC1,none,100,mailto:dmarc.agg@delivernow.eu,mailto:dmarc.for@delivernow.eu,default,default,default,default,default,default
_dmarc.interskill.com.,DMARC1,reject,default,default,mailto:emaildefense@interskill.com,default,default,default,default,default,default
_dmarc.justbats.com.,DMARC1,none,100,mailto:Lemmy@justbats.com,default,none,default,default,default,default,86400
_dmarc.justnutritive.com.,DMARC1,none,default,mailto:dmarc@justnutritive.com,default,default,default,default,default,default,default
_dmarc.kktv.com.,DMARC1,reject,default,mailto:rua+kktv.com@dmarc.barracudanetworks.com,mailto:ruf+kktv.com@dmarc.barracudanetworks.com,default,1,default,default,default,default
_dmarc.koofr.net.,DMARC1,reject,100,mailto:dmarc@koofr.net,mailto:dmarc@koofr.net,reject,default,default,r,r,1209600
_dmarc.lacentrale.fr.,DMARC1,none,100,mailto:dmarc-report@lacentrale.fr,default,default,default,default,default,default,default
_dmarc.lawrencehallofscience.org.,DMARC1,none,default,mailto:postmaster@lawrencehallofscience.org,default,default,default,default,default,default,default
_dmarc.lazoo.org.,DMARC1,none,100,mailto:dmarc@lazoo.org,mailto:dmarc@lazoo.org,default,default,default,default,default,default
_dmarc.lemmy.zip.,DMARC1,none,default,mailto:admin@lemmy.zip,default,default,default,default,default,default,default
_dmarc.lens.com.,DMARC1,reject,100,mailto:mn6dsduk@ag.dmarcian.com,mailto:mn6dsduk@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.limitedrungames.com.,DMARC1,none,default,mailto:dmarc-reports@limitedrungames.com,default,default,default,default,default,default,default
_dmarc.lorman.com.,DMARC1,none,default,"mailto:756c56c5@mxtoolbox.dmarc-report.com,mailto:re+vblafemzxiz@dmarc.postmarkapp.com",mailto:756c56c5@forensics.dmarc-report.com,none,default,default,default,r,default
_dmarc.mbplc.com.,DMARC1,quarantine,100,mailto:a96dccc25988991@rep.dmarcanalyzer.com,mailto:a96dccc25988991@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.melin.com.,DMARC1,quarantine,100,mailto:dmarc@melin.com,default,default,default,default,default,default,default
_dmarc.mention.com.,DMARC1,none,100,mailto:re+2697b07e5ac2@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.modemobile.com.,DMARC1,quarantine,default,mailto:dmarc@modemobile.com,default,default,default,default,default,default,3600
_dmarc.mojosells.com.,DMARC1,none,default,mailto:dmarc@mojosells.com,default,default,default,default,default,default,default
_dmarc.moschino.com.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.mssm.org.,DMARC1,quarantine,100,mailto:DMARC_Aggregate_Reports@mssm.org,mailto:DMARC_Forensic_Reports@mssm.org,quarantine,0,afrf,r,r,86400
_dmarc.mychoicesoftware.com.,DMARC1,quarantine,5,mailto:dmarc@mychoicesoftware.com,default,default,default,default,default,default,default
_dmarc.myguestlist.com.au.,DMARC1,none,100,"mailto:re+jkht1eminqo@dmarc.postmarkapp.com,mailto:9g106bts@ag.dmarcian.com",default,none,default,default,r,r,default
_dmarc.mytelehealth.com.,DMARC1,none,default,mailto:dmarc@amwell.com,default,none,default,default,default,default,86400
_dmarc.mzoneweb.net.,DMARC1,none,default,mailto:dnsadmin@scopetechnology.com,default,default,1,default,default,default,default
_dmarc.ncoa.org.,DMARC1,none,default,mailto:3b869eccc5d7540@rep.dmarcanalyzer.com,mailto:3b869eccc5d7540@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.netswork.us.,DMARC1,none,100,mailto:cltnit4zeh@rua.powerdmarc.com,mailto:cltnit4zeh@ruf.powerdmarc.com,default,1,default,default,default,default
_dmarc.newsloth.com.,DMARC1,reject,100,mailto:re+hzn86gwbj3m@dmarc.postmarkapp.com,default,reject,1,default,default,default,86400
_dmarc.northernnaturalgas.com.,DMARC1,reject,default,mailto:3zgwhxv9@ag.dmarcian.com,default,default,default,default,default,default,default
_dmarc.nostradamus.nu.,DMARC1,reject,default,mailto:8a37736e74@rua.easydmarc.eu,mailto:8a37736e74@ruf.easydmarc.eu,default,1,default,default,default,default
